序号,流水号,平台会员编号,手机号(选填),证件号码,会员姓名,卡号(选填),用户角色,授权类型列表(选填枚举类型地址符号隔开),证件类型(选填默认PRC_ID)
9987,2282972130809349142,U2262966417160668309,,330281198605120091,测试1677915,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9988,2282972130809349143,U2262966417169056768,,330281198605120091,测试1677829,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9989,2282972130809349144,U2262966417169056769,,330281198605120091,测试1678051,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9990,2282972130817737733,U2262966417169056770,,330281198605120091,测试1678023,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9991,2282972130817737734,U2262966417169056771,,330281198605120091,测试1678259,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9992,2282972130817737735,U2262966417169056772,,330281198605120091,测试1678077,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9993,2282972130817737736,U2262966417169056773,,330281198605120091,测试1678063,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9994,2282972130817737737,U2262966417169056774,,330281198605120091,测试1678085,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9995,2282972130817737738,U2262966417169056775,,330281198605120091,测试1678463,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9996,2282972130817737739,U2262966417169056776,,330281198605120091,测试1678493,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9997,2282972130817737740,U2262966417169056777,,330281198605120091,测试1678221,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9998,2282972130817737741,U2262966417169056778,,330281198605120091,测试1678337,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9999,2282972130817737742,U2262966417169056779,,330281198605120091,测试1678563,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
10000,2282972130817737743,U2262966417169056780,,330281198605120091,测试1678531,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
281,2282972127009309726,U2262966416640574553,,330281198605120091,测试243302,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
282,2282972127009309727,U2262966416640574554,,330281198605120091,测试243369,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
283,2282972127017698307,U2262966416640574555,,330281198605120091,测试243599,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
284,2282972127017698308,U2262966416640574556,,330281198605120091,测试244766,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
285,2282972127017698309,U2262966416640574557,,330281198605120091,测试244794,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
286,2282972127017698310,U2262966416640574558,,330281198605120091,测试244944,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
287,2282972127017698311,U2262966416640574559,,330281198605120091,测试245121,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
288,2282972127017698312,U2262966416640574560,,330281198605120091,测试245252,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
289,2282972127017698313,U2262966416640574561,,330281198605120091,测试24731,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
290,2282972127017698314,U2262966416640574562,,330281198605120091,测试24780,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
291,2282972127017698315,U2262966416640574563,,330281198605120091,测试25686,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
292,2282972127017698316,U2262966416640574564,,330281198605120091,测试26215,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
293,2282972127017698317,U2262966416640574565,,330281198605120091,测试26874,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
294,2282972127017698318,U2262966416640574566,,330281198605120091,测试26887,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
295,2282972127017698319,U2262966416640574567,,330281198605120091,测试26950,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
296,2282972127017698320,U2262966416640574568,,330281198605120091,测试27434,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
297,2282972127017698321,U2262966416640574569,,330281198605120091,测试28514,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
298,2282972127017698322,U2262966416640574570,,330281198605120091,测试28986,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
299,2282972127017698323,U2262966416640574571,,330281198605120091,测试29027,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
300,2282972127017698324,U2262966416640574572,,330281198605120091,测试291621,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
301,2282972127017698325,U2262966416640574573,,330281198605120091,测试291696,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
302,2282972127017698326,U2262966416640574574,,330281198605120091,测试292670,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
303,2282972127026086917,U2262966416640574575,,330281198605120091,测试292723,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
304,2282972127026086918,U2262966416640574576,,330281198605120091,测试294015,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
305,2282972127026086919,U2262966416640574577,,330281198605120091,测试29632,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
306,2282972127026086920,U2262966416640574578,,330281198605120091,测试29657,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
307,2282972127026086921,U2262966416640574579,,330281198605120091,测试297350,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
308,2282972127026086922,U2262966416640574580,,330281198605120091,测试30009,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
309,2282972127026086923,U2262966416640574581,,330281198605120091,测试30167,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
310,2282972127026086924,U2262966416640574582,,330281198605120091,测试30355,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
311,2282972127026086925,U2262966416640574583,,330281198605120091,测试30369,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
312,2282972127026086926,U2262966416640574584,,330281198605120091,测试30375,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
313,2282972127026086927,U2262966416640574585,,330281198605120091,测试305564,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
314,2282972127026086928,U2262966416640574586,,330281198605120091,测试305978,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
315,2282972127026086929,U2262966416640574587,,330281198605120091,测试305993,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
316,2282972127026086930,U2262966416640574588,,330281198605120091,测试306713,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
317,2282972127026086931,U2262966416640574589,,330281198605120091,测试306866,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
318,2282972127026086932,U2262966416640574590,,330281198605120091,测试307832,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
319,2282972127026086933,U2262966416640574591,,330281198605120091,测试314506,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
320,2282972127026086934,U2262966416640574592,,330281198605120091,测试314856,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
921,2282972127277745160,U2262966416674129029,,330281198605120091,测试565606,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
922,2282972127277745161,U2262966416674129030,,330281198605120091,测试565731,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
923,2282972127277745162,U2262966416674129031,,330281198605120091,测试565750,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
924,2282972127277745163,U2262966416674129032,,330281198605120091,测试565772,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
925,2282972127277745164,U2262966416674129033,,330281198605120091,测试56597,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
926,2282972127277745165,U2262966416674129034,,330281198605120091,测试566390,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
927,2282972127277745166,U2262966416674129035,,330281198605120091,测试566729,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
928,2282972127277745167,U2262966416674129036,,330281198605120091,测试56690,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
929,2282972127277745168,U2262966416674129037,,330281198605120091,测试567513,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
930,2282972127277745169,U2262966416674129038,,330281198605120091,测试56759,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
931,2282972127277745170,U2262966416674129039,,330281198605120091,测试567743,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
932,2282972127277745171,U2262966416674129040,,330281198605120091,测试567915,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
933,2282972127277745172,U2262966416674129041,,330281198605120091,测试567924,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9196,2282972130498970634,U2262966417118725216,,330281198605120091,测试1531473,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9197,2282972130498970635,U2262966417118725217,,330281198605120091,测试1531529,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9198,2282972130498970636,U2262966417118725218,,330281198605120091,测试1531671,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9199,2282972130498970637,U2262966417118725219,,330281198605120091,测试1531543,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9200,2282972130498970638,U2262966417118725220,,330281198605120091,测试1531985,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9201,2282972130498970639,U2262966417118725221,,330281198605120091,测试1532021,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9202,2282972130498970640,U2262966417118725222,,330281198605120091,测试1532037,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9203,2282972130507359240,U2262966417118725223,,330281198605120091,测试1532301,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9204,2282972130507359241,U2262966417118725224,,330281198605120091,测试1532423,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9205,2282972130507359242,U2262966417118725225,,330281198605120091,测试1532197,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9206,2282972130507359243,U2262966417118725226,,330281198605120091,测试1532035,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9207,2282972130507359244,U2262966417118725227,,330281198605120091,测试1532159,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9208,2282972130507359245,U2262966417118725228,,330281198605120091,测试1532453,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9209,2282972130507359246,U2262966417118725229,,330281198605120091,测试1532431,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9210,2282972130507359247,U2262966417118725230,,330281198605120091,测试1532389,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9211,2282972130507359248,U2262966417118725231,,330281198605120091,测试1536679,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9212,2282972130507359249,U2262966417118725232,,330281198605120091,测试1536035,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9213,2282972130507359250,U2262966417118725233,,330281198605120091,测试1534591,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9214,2282972130507359251,U2262966417118725234,,330281198605120091,测试1534747,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9215,2282972130507359252,U2262966417118725235,,330281198605120091,测试1535199,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9216,2282972130515747841,U2262966417118725236,,330281198605120091,测试1534723,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9217,2282972130515747842,U2262966417118725237,,330281198605120091,测试1534811,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9218,2282972130515747843,U2262966417118725238,,330281198605120091,测试1534639,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9219,2282972130515747844,U2262966417118725239,,330281198605120091,测试1534859,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9220,2282972130515747845,U2262966417118725240,,330281198605120091,测试1535013,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9221,2282972130515747846,U2262966417118725241,,330281198605120091,测试1535435,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9222,2282972130515747847,U2262966417118725242,,330281198605120091,测试1535491,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9223,2282972130515747848,U2262966417118725243,,330281198605120091,测试1535163,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9224,2282972130515747849,U2262966417118725244,,330281198605120091,测试1535293,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9225,2282972130515747850,U2262966417118725245,,330281198605120091,测试1535579,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9226,2282972130515747851,U2262966417118725246,,330281198605120091,测试1535269,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9227,2282972130524136449,U2262966417118725247,,330281198605120091,测试1535927,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9228,2282972130524136450,U2262966417118725248,,330281198605120091,测试1535663,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9229,2282972130524136451,U2262966417118725249,,330281198605120091,测试1536475,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9230,2282972130524136452,U2262966417118725250,,330281198605120091,测试1536187,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9231,2282972130524136453,U2262966417118725251,,330281198605120091,测试1536059,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9232,2282972130524136454,U2262966417118725252,,330281198605120091,测试1536257,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9233,2282972130524136455,U2262966417118725253,,330281198605120091,测试1536315,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9234,2282972130524136456,U2262966417118725254,,330281198605120091,测试1536691,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9797,2282972130742240260,U2262966417152279657,,330281198605120091,测试1658089,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9798,2282972130742240261,U2262966417152279658,,330281198605120091,测试1658299,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9799,2282972130742240262,U2262966417152279659,,330281198605120091,测试1658041,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9800,2282972130742240263,U2262966417152279660,,330281198605120091,测试1658239,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9801,2282972130742240264,U2262966417152279661,,330281198605120091,测试1658447,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9802,2282972130742240265,U2262966417152279662,,330281198605120091,测试1658425,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9803,2282972130742240266,U2262966417152279663,,330281198605120091,测试1658449,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9804,2282972130742240267,U2262966417152279664,,330281198605120091,测试1658287,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9805,2282972130742240268,U2262966417152279665,,330281198605120091,测试1658707,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9806,2282972130742240269,U2262966417152279666,,330281198605120091,测试1658495,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9807,2282972130742240270,U2262966417152279667,,330281198605120091,测试1659067,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9808,2282972130742240271,U2262966417152279668,,330281198605120091,测试1658687,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9809,2282972130742240272,U2262966417152279669,,330281198605120091,测试1658937,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9810,2282972130742240273,U2262966417152279670,,330281198605120091,测试1658833,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9811,2282972130742240274,U2262966417152279671,,330281198605120091,测试1659145,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9812,2282972130742240275,U2262966417152279672,,330281198605120091,测试1659643,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9813,2282972130742240276,U2262966417152279673,,330281198605120091,测试1659569,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9814,2282972130742240277,U2262966417152279674,,330281198605120091,测试1659693,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9815,2282972130742240278,U2262966417152279675,,330281198605120091,测试1659903,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9816,2282972130742240279,U2262966417152279676,,330281198605120091,测试1659525,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
321,2282972127034475523,U2262966416640574593,,330281198605120091,测试315260,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
322,2282972127034475524,U2262966416640574594,,330281198605120091,测试315883,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
323,2282972127034475525,U2262966416640574595,,330281198605120091,测试318440,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
324,2282972127034475526,U2262966416640574596,,330281198605120091,测试318485,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
325,2282972127034475527,U2262966416640574597,,330281198605120091,测试318805,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
326,2282972127034475528,U2262966416640574598,,330281198605120091,测试321321,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
327,2282972127034475529,U2262966416640574599,,330281198605120091,测试321546,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
328,2282972127034475530,U2262966416640574600,,330281198605120091,测试326918,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
329,2282972127034475531,U2262966416640574601,,330281198605120091,测试328464,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
330,2282972127034475532,U2262966416640574602,,330281198605120091,测试328669,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
331,2282972127034475533,U2262966416640574603,,330281198605120091,测试329684,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
332,2282972127034475534,U2262966416640574604,,330281198605120091,测试329743,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
333,2282972127034475535,U2262966416640574605,,330281198605120091,测试330348,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
334,2282972127034475536,U2262966416640574606,,330281198605120091,测试330937,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
335,2282972127034475537,U2262966416640574607,,330281198605120091,测试331113,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
336,2282972127034475538,U2262966416640574608,,330281198605120091,测试331144,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
337,2282972127034475539,U2262966416640574609,,330281198605120091,测试331203,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
338,2282972127034475540,U2262966416640574610,,330281198605120091,测试331253,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
339,2282972127034475541,U2262966416640574611,,330281198605120091,测试331281,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
340,2282972127034475542,U2262966416640574612,,330281198605120091,测试331897,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
341,2282972127034475543,U2262966416640574613,,330281198605120091,测试331906,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
342,2282972127034475544,U2262966416640574614,,330281198605120091,测试332455,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
343,2282972127042864132,U2262966416640574615,,330281198605120091,测试332785,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
344,2282972127042864133,U2262966416640574616,,330281198605120091,测试338,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
345,2282972127042864134,U2262966416648963072,,330281198605120091,测试340283,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
346,2282972127042864135,U2262966416648963073,,330281198605120091,测试340536,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
347,2282972127042864136,U2262966416648963074,,330281198605120091,测试340631,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
348,2282972127042864137,U2262966416648963075,,330281198605120091,测试340635,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
349,2282972127042864138,U2262966416648963076,,330281198605120091,测试340778,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
350,2282972127042864139,U2262966416648963077,,330281198605120091,测试340841,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
351,2282972127042864140,U2262966416648963078,,330281198605120091,测试340964,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
352,2282972127042864141,U2262966416648963079,,330281198605120091,测试342048,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
353,2282972127042864142,U2262966416648963080,,330281198605120091,测试342165,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
354,2282972127042864143,U2262966416648963081,,330281198605120091,测试342444,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
355,2282972127042864144,U2262966416648963082,,330281198605120091,测试343427,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
356,2282972127042864145,U2262966416648963083,,330281198605120091,测试343505,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
357,2282972127042864146,U2262966416648963084,,330281198605120091,测试343720,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
358,2282972127042864147,U2262966416648963085,,330281198605120091,测试344051,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
359,2282972127042864148,U2262966416648963086,,330281198605120091,测试344916,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
360,2282972127042864149,U2262966416648963087,,330281198605120091,测试344942,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9235,2282972130524136457,U2262966417118725255,,330281198605120091,测试1536749,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9236,2282972130524136458,U2262966417118725256,,330281198605120091,测试1536545,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9237,2282972130524136459,U2262966417118725257,,330281198605120091,测试1536873,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9238,2282972130524136460,U2262966417118725258,,330281198605120091,测试1536811,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9239,2282972130524136461,U2262966417127113733,,330281198605120091,测试1538459,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9240,2282972130524136462,U2262966417127113734,,330281198605120091,测试1538495,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9241,2282972130524136463,U2262966417127113735,,330281198605120091,测试1538325,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9242,2282972130524136464,U2262966417127113736,,330281198605120091,测试1538503,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9243,2282972130524136465,U2262966417127113737,,330281198605120091,测试1538533,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9244,2282972130524136466,U2262966417127113738,,330281198605120091,测试1538815,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9245,2282972130532525056,U2262966417127113739,,330281198605120091,测试1538653,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9246,2282972130532525057,U2262966417127113740,,330281198605120091,测试1538635,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9247,2282972130532525058,U2262966417127113741,,330281198605120091,测试1538473,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9248,2282972130532525059,U2262966417127113742,,330281198605120091,测试1538697,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9249,2282972130532525060,U2262966417127113743,,330281198605120091,测试1538655,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9250,2282972130532525061,U2262966417127113744,,330281198605120091,测试1538679,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9251,2282972130532525062,U2262966417127113745,,330281198605120091,测试1539039,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9252,2282972130532525063,U2262966417127113746,,330281198605120091,测试1538819,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9253,2282972130532525064,U2262966417127113747,,330281198605120091,测试1539137,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9254,2282972130532525065,U2262966417127113748,,330281198605120091,测试1538739,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9255,2282972130532525066,U2262966417127113749,,330281198605120091,测试1538995,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9256,2282972130532525067,U2262966417127113750,,330281198605120091,测试1538757,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9257,2282972130532525068,U2262966417127113751,,330281198605120091,测试1539379,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9258,2282972130532525069,U2262966417127113752,,330281198605120091,测试1538957,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9259,2282972130532525070,U2262966417127113753,,330281198605120091,测试1539089,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9260,2282972130532525071,U2262966417127113754,,330281198605120091,测试1539225,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9261,2282972130532525072,U2262966417127113755,,330281198605120091,测试1539261,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9262,2282972130532525073,U2262966417127113756,,330281198605120091,测试1539669,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9263,2282972130540913673,U2262966417127113757,,330281198605120091,测试1539647,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9264,2282972130540913674,U2262966417127113758,,330281198605120091,测试1539799,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9265,2282972130540913675,U2262966417127113759,,330281198605120091,测试1539959,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9266,2282972130540913676,U2262966417127113760,,330281198605120091,测试1540007,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9267,2282972130540913677,U2262966417127113761,,330281198605120091,测试1541145,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9268,2282972130540913678,U2262966417127113762,,330281198605120091,测试1541287,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9269,2282972130540913679,U2262966417127113763,,330281198605120091,测试1541495,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9270,2282972130540913680,U2262966417127113764,,330281198605120091,测试1541265,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9271,2282972130540913681,U2262966417127113765,,330281198605120091,测试1541657,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9272,2282972130540913682,U2262966417127113766,,330281198605120091,测试1541271,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
9273,2282972130540913683,U2262966417127113767,,330281198605120091,测试1541873,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
361,2282972127042864150,U2262966416648963088,,330281198605120091,测试344972,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
362,2282972127042864151,U2262966416648963089,,330281198605120091,测试345036,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
363,2282972127042864152,U2262966416648963090,,330281198605120091,测试345108,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
364,2282972127051252740,U2262966416648963091,,330281198605120091,测试3463,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
365,2282972127051252741,U2262966416648963092,,330281198605120091,测试349309,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
